"Step","GCN_features-16_layers-2_lr-0.0001 - test_accuracy","GCN_features-16_layers-2_lr-0.0001 - test_accuracy__MIN","GCN_features-16_layers-2_lr-0.0001 - test_accuracy__MAX","GCN_features-16_layers-2_lr-0.001 - test_accuracy","GCN_features-16_layers-2_lr-0.001 - test_accuracy__MIN","GCN_features-16_layers-2_lr-0.001 - test_accuracy__MAX","GCN_features-16_layers-2_lr-0.01 - test_accuracy","GCN_features-16_layers-2_lr-0.01 - test_accuracy__MIN","GCN_features-16_layers-2_lr-0.01 - test_accuracy__MAX","GCN_features-16_layers-1_lr-0.0001 - test_accuracy","GCN_features-16_layers-1_lr-0.0001 - test_accuracy__MIN","GCN_features-16_layers-1_lr-0.0001 - test_accuracy__MAX","GCN_features-16_layers-1_lr-0.001 - test_accuracy","GCN_features-16_layers-1_lr-0.001 - test_accuracy__MIN","GCN_features-16_layers-1_lr-0.001 - test_accuracy__MAX","GCN_features-16_layers-1_lr-0.01 - test_accuracy","GCN_features-16_layers-1_lr-0.01 - test_accuracy__MIN","GCN_features-16_layers-1_lr-0.01 - test_accuracy__MAX","GCN_features-16_layers-0_lr-0.0001 - test_accuracy","GCN_features-16_layers-0_lr-0.0001 - test_accuracy__MIN","GCN_features-16_layers-0_lr-0.0001 - test_accuracy__MAX","GCN_features-16_layers-0_lr-0.001 - test_accuracy","GCN_features-16_layers-0_lr-0.001 - test_accuracy__MIN","GCN_features-16_layers-0_lr-0.001 - test_accuracy__MAX","GCN_features-16_layers-0_lr-0.01 - test_accuracy","GCN_features-16_layers-0_lr-0.01 - test_accuracy__MIN","GCN_features-16_layers-0_lr-0.01 - test_accuracy__MAX","GCN_features-8_layers-2_lr-0.0001 - test_accuracy","GCN_features-8_layers-2_lr-0.0001 - test_accuracy__MIN","GCN_features-8_layers-2_lr-0.0001 - test_accuracy__MAX"
"30","0.453000009059906","0.453000009059906","0.453000009059906","0.492000013589859","0.492000013589859","0.492000013589859","0.5609999895095825","0.5609999895095825","0.5609999895095825","0.5400000214576721","0.5400000214576721","0.5400000214576721","0.296999990940094","0.296999990940094","0.296999990940094","0.5320000052452087","0.5320000052452087","0.5320000052452087","0.4359999895095825","0.4359999895095825","0.4359999895095825","0.4320000410079956","0.4320000410079956","0.4320000410079956","0.3619999885559082","0.3619999885559082","0.3619999885559082","0.4690000116825104","0.4690000116825104","0.4690000116825104"
"31","0.4009999930858612","0.4009999930858612","0.4009999930858612","0.4740000069141388","0.4740000069141388","0.4740000069141388","0.5329999923706055","0.5329999923706055","0.5329999923706055","0.5210000276565552","0.5210000276565552","0.5210000276565552","0.30300000309944153","0.30300000309944153","0.30300000309944153","0.492000013589859","0.492000013589859","0.492000013589859","0.3889999985694885","0.3889999985694885","0.3889999985694885","0.44699999690055847","0.44699999690055847","0.44699999690055847","0.29600000381469727","0.29600000381469727","0.29600000381469727","0.49699997901916504","0.49699997901916504","0.49699997901916504"
"32","0.4580000042915344","0.4580000042915344","0.4580000042915344","0.48900002241134644","0.48900002241134644","0.48900002241134644","0.5590000152587891","0.5590000152587891","0.5590000152587891","0.5509999990463257","0.5509999990463257","0.5509999990463257","0.3070000112056732","0.3070000112056732","0.3070000112056732","0.5289999842643738","0.5289999842643738","0.5289999842643738","0.4480000436306","0.4480000436306","0.4480000436306","0.43299999833106995","0.43299999833106995","0.43299999833106995","0.37599998712539673","0.37599998712539673","0.37599998712539673","0.4659999907016754","0.4659999907016754","0.4659999907016754"
"33","0.4140000343322754","0.4140000343322754","0.4140000343322754","0.4710000157356262","0.4710000157356262","0.4710000157356262","0.5600000023841858","0.5600000023841858","0.5600000023841858","0.5440000295639038","0.5440000295639038","0.5440000295639038","0.3330000042915344","0.3330000042915344","0.3330000042915344","0.4880000054836273","0.4880000054836273","0.4880000054836273","0.38200002908706665","0.38200002908706665","0.38200002908706665","0.4490000009536743","0.4490000009536743","0.4490000009536743","0.31299999356269836","0.31299999356269836","0.31299999356269836","0.5210000276565552","0.5210000276565552","0.5210000276565552"
"34","0.46700000762939453","0.46700000762939453","0.46700000762939453","0.492000013589859","0.492000013589859","0.492000013589859","0.5649999976158142","0.5649999976158142","0.5649999976158142","0.5450000166893005","0.5450000166893005","0.5450000166893005","0.32899999618530273","0.32899999618530273","0.32899999618530273","0.5270000100135803","0.5270000100135803","0.5270000100135803","0.4560000002384186","0.4560000002384186","0.4560000002384186","0.44499996304512024","0.44499996304512024","0.44499996304512024","0.38499999046325684","0.38499999046325684","0.38499999046325684","0.49299997091293335","0.49299997091293335","0.49299997091293335"
"35","0.43000003695487976","0.43000003695487976","0.43000003695487976","0.47499996423721313","0.47499996423721313","0.47499996423721313","0.5720000267028809","0.5720000267028809","0.5720000267028809","0.5490000247955322","0.5490000247955322","0.5490000247955322","0.3839999735355377","0.3839999735355377","0.3839999735355377","0.49299997091293335","0.49299997091293335","0.49299997091293335","0.3839999735355377","0.3839999735355377","0.3839999735355377","0.4390000104904175","0.4390000104904175","0.4390000104904175","0.3149999976158142","0.3149999976158142","0.3149999976158142","0.5429999828338623","0.5429999828338623","0.5429999828338623"
"36","0.48099997639656067","0.48099997639656067","0.48099997639656067","0.49399998784065247","0.49399998784065247","0.49399998784065247","0.5770000219345093","0.5770000219345093","0.5770000219345093","0.5490000247955322","0.5490000247955322","0.5490000247955322","0.36000001430511475","0.36000001430511475","0.36000001430511475","0.5239999890327454","0.5239999890327454","0.5239999890327454","0.4620000123977661","0.4620000123977661","0.4620000123977661","0.44200000166893005","0.44200000166893005","0.44200000166893005","0.4309999942779541","0.4309999942779541","0.4309999942779541","0.49699997901916504","0.49699997901916504","0.49699997901916504"
"37","0.42500001192092896","0.42500001192092896","0.42500001192092896","0.4659999907016754","0.4659999907016754","0.4659999907016754","0.5740000009536743","0.5740000009536743","0.5740000009536743","0.5400000214576721","0.5400000214576721","0.5400000214576721","0.421999990940094","0.421999990940094","0.421999990940094","0.4910000264644623","0.4910000264644623","0.4910000264644623","0.38599997758865356","0.38599997758865356","0.38599997758865356","0.4429999589920044","0.4429999589920044","0.4429999589920044","0.3449999988079071","0.3449999988079071","0.3449999988079071","0.5529999732971191","0.5529999732971191","0.5529999732971191"
"38","0.4959999918937683","0.4959999918937683","0.4959999918937683","0.49799999594688416","0.49799999594688416","0.49799999594688416","0.5659999847412109","0.5659999847412109","0.5659999847412109","0.5410000085830688","0.5410000085830688","0.5410000085830688","0.3839999735355377","0.3839999735355377","0.3839999735355377","0.5189999938011169","0.5189999938011169","0.5189999938011169","0.4659999907016754","0.4659999907016754","0.4659999907016754","0.44999998807907104","0.44999998807907104","0.44999998807907104","0.47200000286102295","0.47200000286102295","0.47200000286102295","0.5019999742507935","0.5019999742507935","0.5019999742507935"
"39","0.40799999237060547","0.40799999237060547","0.40799999237060547","0.46000000834465027","0.46000000834465027","0.46000000834465027","0.5770000219345093","0.5770000219345093","0.5770000219345093","0.531000018119812","0.531000018119812","0.531000018119812","0.44699999690055847","0.44699999690055847","0.44699999690055847","0.49299997091293335","0.49299997091293335","0.49299997091293335","0.38499999046325684","0.38499999046325684","0.38499999046325684","0.4339999854564667","0.4339999854564667","0.4339999854564667","0.3889999985694885","0.3889999985694885","0.3889999985694885","0.5509999990463257","0.5509999990463257","0.5509999990463257"
"40","0.4949999749660492","0.4949999749660492","0.4949999749660492","0.5109999775886536","0.5109999775886536","0.5109999775886536","0.5640000104904175","0.5640000104904175","0.5640000104904175","0.5400000214576721","0.5400000214576721","0.5400000214576721","0.40299999713897705","0.40299999713897705","0.40299999713897705","0.515999972820282","0.515999972820282","0.515999972820282","0.4659999907016754","0.4659999907016754","0.4659999907016754","0.46000000834465027","0.46000000834465027","0.46000000834465027","0.492000013589859","0.492000013589859","0.492000013589859","0.48900002241134644","0.48900002241134644","0.48900002241134644"
"41","0.38599997758865356","0.38599997758865356","0.38599997758865356","0.4620000123977661","0.4620000123977661","0.4620000123977661","0.5839999914169312","0.5839999914169312","0.5839999914169312","0.531000018119812","0.531000018119812","0.531000018119812","0.48399999737739563","0.48399999737739563","0.48399999737739563","0.4880000054836273","0.4880000054836273","0.4880000054836273","0.38499999046325684","0.38499999046325684","0.38499999046325684","0.4320000410079956","0.4320000410079956","0.4320000410079956","0.4140000343322754","0.4140000343322754","0.4140000343322754","0.5090000033378601","0.5090000033378601","0.5090000033378601"
"42","0.4580000042915344","0.4580000042915344","0.4580000042915344","0.5189999938011169","0.5189999938011169","0.5189999938011169","0.5590000152587891","0.5590000152587891","0.5590000152587891","0.546999990940094","0.546999990940094","0.546999990940094","0.41999998688697815","0.41999998688697815","0.41999998688697815","0.5099999904632568","0.5099999904632568","0.5099999904632568","0.4699999988079071","0.4699999988079071","0.4699999988079071","0.46299996972084045","0.46299996972084045","0.46299996972084045","0.4959999918937683","0.4959999918937683","0.4959999918937683","0.5009999871253967","0.5009999871253967","0.5009999871253967"
"43","0.38200002908706665","0.38200002908706665","0.38200002908706665","0.46000000834465027","0.46000000834465027","0.46000000834465027","0.5830000042915344","0.5830000042915344","0.5830000042915344","0.5350000262260437","0.5350000262260437","0.5350000262260437","0.49699997901916504","0.49699997901916504","0.49699997901916504","0.4860000014305115","0.4860000014305115","0.4860000014305115","0.38599997758865356","0.38599997758865356","0.38599997758865356","0.44499996304512024","0.44499996304512024","0.44499996304512024","0.42399999499320984","0.42399999499320984","0.42399999499320984","0.546999990940094","0.546999990940094","0.546999990940094"
"44","0.41499999165534973","0.41499999165534973","0.41499999165534973","0.5230000019073486","0.5230000019073486","0.5230000019073486","0.5580000281333923","0.5580000281333923","0.5580000281333923","0.5509999990463257","0.5509999990463257","0.5509999990463257","0.42800000309944153","0.42800000309944153","0.42800000309944153","0.5109999775886536","0.5109999775886536","0.5109999775886536","0.4659999907016754","0.4659999907016754","0.4659999907016754","0.47600001096725464","0.47600001096725464","0.47600001096725464","0.4959999918937683","0.4959999918937683","0.4959999918937683","0.503000020980835","0.503000020980835","0.503000020980835"
"45","0.3659999966621399","0.3659999966621399","0.3659999966621399","0.45899996161460876","0.45899996161460876","0.45899996161460876","0.5789999961853027","0.5789999961853027","0.5789999961853027","0.5350000262260437","0.5350000262260437","0.5350000262260437","0.5139999985694885","0.5139999985694885","0.5139999985694885","0.4779999852180481","0.4779999852180481","0.4779999852180481","0.38599997758865356","0.38599997758865356","0.38599997758865356","0.44999998807907104","0.44999998807907104","0.44999998807907104","0.42899999022483826","0.42899999022483826","0.42899999022483826","0.5299999713897705","0.5299999713897705","0.5299999713897705"
"46","0.4009999930858612","0.4009999930858612","0.4009999930858612","0.5239999890327454","0.5239999890327454","0.5239999890327454","0.5569999814033508","0.5569999814033508","0.5569999814033508","0.5429999828338623","0.5429999828338623","0.5429999828338623","0.4359999895095825","0.4359999895095825","0.4359999895095825","0.5059999823570251","0.5059999823570251","0.5059999823570251","0.47200000286102295","0.47200000286102295","0.47200000286102295","0.48399999737739563","0.48399999737739563","0.48399999737739563","0.503000020980835","0.503000020980835","0.503000020980835","0.49799999594688416","0.49799999594688416","0.49799999594688416"
"47","0.3540000021457672","0.3540000021457672","0.3540000021457672","0.4560000002384186","0.4560000002384186","0.4560000002384186","0.5799999833106995","0.5799999833106995","0.5799999833106995","0.5220000147819519","0.5220000147819519","0.5220000147819519","0.5099999904632568","0.5099999904632568","0.5099999904632568","0.47300001978874207","0.47300001978874207","0.47300001978874207","0.37299999594688416","0.37299999594688416","0.37299999594688416","0.4519999921321869","0.4519999921321869","0.4519999921321869","0.4309999942779541","0.4309999942779541","0.4309999942779541","0.5329999923706055","0.5329999923706055","0.5329999923706055"
"48","0.3879999816417694","0.3879999816417694","0.3879999816417694","0.5270000100135803","0.5270000100135803","0.5270000100135803","0.5550000071525574","0.5550000071525574","0.5550000071525574","0.531000018119812","0.531000018119812","0.531000018119812","0.44600000977516174","0.44600000977516174","0.44600000977516174","0.5049999952316284","0.5049999952316284","0.5049999952316284","0.46799999475479126","0.46799999475479126","0.46799999475479126","0.4910000264644623","0.4910000264644623","0.4910000264644623","0.5049999952316284","0.5049999952316284","0.5049999952316284","0.49299997091293335","0.49299997091293335","0.49299997091293335"
"49","0.35600000619888306","0.35600000619888306","0.35600000619888306","0.4569999575614929","0.4569999575614929","0.4569999575614929","0.5799999833106995","0.5799999833106995","0.5799999833106995","0.5230000019073486","0.5230000019073486","0.5230000019073486","0.5139999985694885","0.5139999985694885","0.5139999985694885","0.47300001978874207","0.47300001978874207","0.47300001978874207","0.3709999918937683","0.3709999918937683","0.3709999918937683","0.4560000002384186","0.4560000002384186","0.4560000002384186","0.4399999976158142","0.4399999976158142","0.4399999976158142","0.5400000214576721","0.5400000214576721","0.5400000214576721"
